"mac","firstActivatedAt","name","productId"
"34a73d96-359a-003d-9eb9-10c9dd0af428","2023-03-01T03:07:07.555Z","Công tắc 4","RDSWBM0304010001"
"7281f84d-3061-e13d-a73c-74f8410b8e1e","2023-03-01T09:16:03.339Z","Công tắc 4","RDSWBM0304010001"
"2023-03-01T11:08:10.418Z","104aaa82-733d-6a30-ae60-a22ec91933d2","Công tắc 4","RDSWBM0304010001"
"2023-03-01T11:19:01.646Z","3fc4acc7-0f5f-743b-9e01-5a2ced9f7d26","Công tắc 4","RDSWBM0304010001"
"2023-03-01T12:11:41.347Z","eb147022-bb5e-e434-ad08-bb2081d3f6e6","Công tắc 4","RDSWBM0304010001"
"2023-03-01T12:14:52.421Z","111fdc86-d1d0-743b-a01a-9ce1c723df80","Công tắc 4","RDSWBM0304010001"
"2023-03-01T12:16:33.703Z","d1b7d8ba-6e4d-713b-a0a4-efa9188ec6fb","Công tắc 4","RDSWBM0304010001"
"acee11e6-8f43-8531-bc8d-53a3900ec0de","2023-03-02T02:07:58.865Z","Công tắc 4","RDSWBM0304010001"
"2f687cba-b498-6d38-b820-d72ab8679709","2023-03-02T03:09:12.953Z","Công tắc 4","RDSWBM0304010001"
"128b864f-ac7b-ef3e-8529-fccadd51d261","2023-03-02T03:15:33.828Z","Công tắc 4","RDSWBM0304010001"
"630b91a6-30ce-5039-99c9-e914f5a82e48","2023-03-02T03:16:28.179Z","Công tắc 4","RDSWBM0304010001"
"abd4ad77-3806-b337-98e8-fb81e7fde4b6","2023-03-02T03:19:39.701Z","Công tắc 4","RDSWBM0304010001"
"5aeb5563-ecf0-4339-9af5-cf3f0d576293","2023-03-02T03:21:48.642Z","Công tắc 4","RDSWBM0304010001"
"a67924bc-6469-af3f-bc63-2f504e7d4cbd","2023-03-02T03:23:43.319Z","Công tắc 4","RDSWBM0304010001"
"b415f476-302a-8338-aa8d-0d5fdc0f8840","2023-03-02T03:33:42.561Z","Công tắc 4","RDSWBM0304010001"
"848daa69-930b-973f-8055-5ed8cbd09d36","2023-03-02T03:35:26.087Z","Công tắc 4","RDSWBM0304010001"
"211d3587-c918-af36-8f54-fae44416aa1f","2023-03-02T04:02:29.901Z","Công tắc 4","RDSWBM0304010001"
"53175f53-a759-7b30-b6aa-bcbb635611ec","2023-03-02T04:31:09.166Z","Công tắc 4","RDSWBM0304010001"
"a50604d2-2e81-6b31-afbf-d2ced21f2be2","2023-03-02T07:35:02.197Z","Công tắc 4","RDSWBM0304010001"
"2023-03-02T08:07:42.145Z","bd850375-6c55-b030-9adb-1957176e6671","Công tắc 4","RDSWBM0304010001"
"2023-03-02T12:12:21.243Z","7936cdbd-1dd4-1231-8492-055ca6fce09c","Công tắc 4","RDSWBM0304010001"
"a311d1ba-70f9-b432-a060-aa2b4573e42a","2023-03-03T01:52:56.171Z","Công tắc 4","RDSWBM0304010001"
"2023-03-03T02:16:12.244Z","27f3796d-1d62-9e30-b344-5da13b8a057e","Công tắc 4","RDSWBM0304010001"
"36c914cb-8242-6331-b20c-894ac21e4d1b","2023-03-03T04:24:03.883Z","Công tắc 4","RDSWBM0304010001"
"e2297615-8854-6c3f-94be-fc9f32ae5698","2023-03-03T04:41:26.580Z","Công tắc 4","RDSWBM0304010001"
"49048563-e9de-5d35-a229-3c70bb1c2445","2023-03-03T04:55:14.864Z","Công tắc 4","RDSWBM0304010001"
"abe3ecbd-1ed9-4039-ad21-95b4444970f2","2023-03-03T05:00:32.813Z","Công tắc 4","RDSWBM0304010001"
"2023-03-03T05:54:31.082Z","41bc83ad-5cd3-5132-9fdc-5a1b7ed4222e","Công tắc 4","RDSWBM0304010001"
"461e4238-8df3-fa31-baa1-cab9e77b2f52","2023-03-03T06:23:55.755Z","Công tắc 4","RDSWBM0304010001"
"71d75548-0dfc-b334-bce0-7e5cf53b4857","2023-03-03T07:30:36.152Z","Công tắc 4","RDSWBM0304010001"
"2917b1cb-ac1e-c537-9dc0-fe13c18b9044","2023-03-03T10:53:14.746Z","Công tắc 4","RDSWBM0304010001"
"2023-03-05T16:22:51.638Z","94163f1e-ce4b-7a38-b4f2-6e1ec31d1c55","Công tắc 4","RDSWBM0304010001"
"2023-03-06T04:30:37.107Z","99d4c3b3-dd35-773a-af05-e6eb9a351097","Công tắc 4","RDSWBM0304010001"
"2d5be42c-fdd3-7734-9723-90bf5a76f4db","2023-03-06T09:21:25.016Z","Công tắc 4","RDSWBM0304010001"
"47b652eb-3e57-443a-9eab-0d3a989c398d","2023-03-07T07:52:27.150Z","Công tắc 4","RDSWBM0304010001"
"b09e9fdd-7562-163b-9ee6-4186f58773f7","2023-03-07T07:53:07.678Z","Công tắc 4","RDSWBM0304010001"
"c7cbe536-5ee4-6b32-989c-e1216740d333","2023-03-07T07:53:48.139Z","Công tắc 4","RDSWBM0304010001"
"49766331-dc6f-f730-a252-485c621b86bb","2023-03-07T07:54:24.243Z","Công tắc 4","RDSWBM0304010001"
"64fa305c-0ae4-2e36-8cf4-d2209677134c","2023-03-07T07:56:23.349Z","Công tắc 4","RDSWBM0304010001"
"46aad869-6146-c137-bc32-6f47a3434bee","2023-03-07T07:57:03.940Z","Công tắc 4","RDSWBM0304010001"
"cdab6af3-8930-3f36-8f8b-6959544bea3f","2023-03-07T07:57:43.218Z","Công tắc 4","RDSWBM0304010001"
"e26f52fa-5469-6331-a60e-0ea61efb3a60","2023-03-07T08:01:02.980Z","Công tắc 4","RDSWBM0304010001"
"1fe8ee13-d6c6-5935-8bb2-d69b99d08b0a","2023-03-07T08:12:37.928Z","Công tắc 4","RDSWBM0304010001"
"130321af-dea8-cc3a-bf51-c815a6ef24f6","2023-03-07T08:15:09.714Z","Công tắc 4","RDSWBM0304010001"
"72842842-16ed-2532-a54c-a36a918d018d","2023-03-07T08:21:07.805Z","Công tắc 4","RDSWBM0304010001"
"ecd2e8cd-f2b1-4733-9b87-4b4a21022403","2023-03-07T08:23:55.206Z","Công tắc 4","RDSWBM0304010001"
"c795fd91-a35a-ee38-8424-627b2bc7bb79","2023-03-07T08:25:22.074Z","Công tắc 4","RDSWBM0304010001"
"9f62d918-7792-8537-947b-0e91e4afe887","2023-03-07T08:27:12.652Z","Công tắc 4","RDSWBM0304010001"
"9d7e2d17-7256-2a38-81dc-affb38c74b23","2023-03-07T08:39:51.627Z","Công tắc 4","RDSWBM0304010001"
"7a973b19-5dfe-4130-9b3e-355dcc29e515","2023-03-07T08:41:40.900Z","Công tắc 4","RDSWBM0304010001"
"e2f56412-90f3-033f-bc38-a9b7db435a6f","2023-03-07T08:45:47.476Z","Công tắc 4","RDSWBM0304010001"
"42d2d8a6-04eb-603a-9028-8c7c2647606a","2023-03-07T08:47:03.035Z","Công tắc 4","RDSWBM0304010001"
"d7270a2b-b552-be31-9c97-a698f45d13f6","2023-03-07T09:01:09.362Z","Công tắc 4","RDSWBM0304010001"
"07fe8593-b159-9336-9e41-55756fa78a01","2023-03-08T11:54:37.774Z","Công tắc 4","RDSWBM0304010001"
"e2c975d1-9adc-0e37-9ee2-01fec08b6149","2023-03-08T11:56:18.821Z","Công tắc 4","RDSWBM0304010001"
"72181a89-a4e8-6433-ac14-5983505810f9","2023-03-09T04:19:18.715Z","Công tắc 4","RDSWBM0304010001"
"2023-03-09T05:03:28.892Z","a4cf1b04-cf0e-3a33-8b5e-a397691c6cf0","Công tắc 4","RDSWBM0304010001"
"2023-03-09T05:05:53.366Z","21219678-85d5-b235-b9a9-1f0d85829e1b","Công tắc 4","RDSWBM0304010001"
"2023-03-09T05:07:43.824Z","028a515e-9153-5837-b9c1-8704be26cd01","Công tắc 4","RDSWBM0304010001"
"2023-03-09T05:12:09.826Z","17ff77f5-1816-9c38-bd7b-41d0a7c9da39","Công tắc 4","RDSWBM0304010001"
"2023-03-09T08:44:10.155Z","0fa0408c-57b9-293a-8146-ec48c567d69e","Công tắc 4","RDSWBM0304010001"
"2023-03-09T08:45:22.233Z","5ef968db-a601-af30-8a6b-8ab40c623a9b","Công tắc 4","RDSWBM0304010001"
"f8c12a61-8fe3-6f3d-afda-9369034630b9","2023-03-11T08:24:39.933Z","Công tắc 4","RDSWBM0304010001"
"4396d130-d735-cc31-b351-2b90cdf4f78d","2023-03-11T08:34:15.640Z","Công tắc 4","RDSWBM0304010001"
"2023-03-11T13:05:46.838Z","fb400aaf-5cc7-b33b-998a-52c19e4eb895","Công tắc 4","RDSWBM0304010001"
"2023-03-11T13:07:52.496Z","6116a25f-fdd4-0138-99a9-aedc248d7071","Công tắc 4","RDSWBM0304010001"
"2023-03-13T02:26:43.749Z","22ec1473-f397-2137-8e46-514fd0b0393f","Công tắc 4","RDSWBM0304010001"
"2023-03-13T03:53:07.419Z","cd995efc-0037-133d-9b80-a1c446790963","Công tắc 4","RDSWBM0304010001"
"36b142a6-6389-b533-aa7e-0fda24bf9f52","2023-03-13T03:57:28.850Z","Công tắc 4","RDSWBM0304010001"
"04509880-c13d-db30-b2c1-be43ccec4efe","2023-03-13T04:12:45.796Z","Công tắc 4","RDSWBM0304010001"
"218e0552-ab18-c43b-bfec-1ec467c646ef","2023-03-13T08:48:08.252Z","Công tắc 4","RDSWBM0304010001"
"54edd5a8-1acb-ab36-828e-7f6472a67845","2023-03-14T08:16:16.164Z","Công tắc 4","RDSWBM0304010001"
"3e873dc0-7bbd-673b-bc1f-23d0d16b9127","2023-03-14T08:22:32.473Z","Công tắc 4","RDSWBM0304010001"
"5f4d3e01-4cba-aa37-b3d4-99953fa50ed8","2023-03-15T02:45:11.849Z","Công tắc 4","RDSWBM0304010001"
"881bb806-0da7-593f-928f-34d56137e7bd","2023-03-16T08:54:02.242Z","Công tắc 4","RDSWBM0304010001"
"78a2e059-9de0-1835-b8aa-afc46da23243","2023-03-17T04:10:14.907Z","Công tắc 4","RDSWBM0304010001"
"baad4c07-996b-6633-9631-fe2688dd5d0a","2023-03-17T04:10:39.842Z","Công tắc 4","RDSWBM0304010001"
"f2f0d33b-c671-6e3a-90b5-e16538e365a5","2023-03-17T06:07:40.049Z","Công tắc 4","RDSWBM0304010001"
"ba8d5ade-295d-b43d-b368-00bf968ae848","2023-03-17T11:50:11.596Z","Công tắc 4","RDSWBM0304010001"
"a4e9ea57-9b9e-973e-8e8c-15aec1caea16","2023-03-17T14:43:32.340Z","Công tắc 4","RDSWBM0304010001"
"044cbbf5-f44e-ee3a-9137-1cee733a8174","2023-03-18T05:13:19.852Z","Công tắc 4","RDSWBM0304010001"
"c1e0588a-c8ff-c037-9ad4-8295d6946ce0","2023-03-18T05:43:46.894Z","Công tắc 4","RDSWBM0304010001"
"64be0f8a-2aee-5434-82c1-682d4709e20a","2023-03-18T06:21:53.778Z","Công tắc 4","RDSWBM0304010001"
"5aea0374-c330-ef3e-8d13-7b6e530e3f5b","2023-03-18T06:28:21.145Z","Công tắc 4","RDSWBM0304010001"
"2023-03-18T06:30:36.870Z","d3f7d085-aac4-453a-abdc-a3df3c9273b7","Công tắc 4","RDSWBM0304010001"
"cda0d9b1-5429-7b3c-a662-19e25a726a19","2023-03-18T06:42:46.421Z","Công tắc 4","RDSWBM0304010001"
"48338f56-aa0d-123b-8148-40aae8c54156","2023-03-18T06:57:50.677Z","Công tắc 4","RDSWBM0304010001"
"9999b19c-cd6e-a131-befd-4276e51ec306","2023-03-18T07:00:49.864Z","Công tắc 4","RDSWBM0304010001"
"05a8471b-18ad-893c-bd16-6a06d3ec24ca","2023-03-18T09:51:57.404Z","Công tắc 4","RDSWBM0304010001"
"da16754d-8b35-023b-945a-fe2c485974df","2023-03-19T02:46:37.097Z","Công tắc 4","RDSWBM0304010001"
"edd58050-28bf-0739-b079-96be5254da46","2023-03-19T14:24:01.991Z","Công tắc 4","RDSWBM0304010001"
"4fc9e59a-aa7a-c130-bf11-d9ddc444d6cb","2023-03-20T04:43:07.080Z","Công tắc 4","RDSWBM0304010001"
"355af089-e9b9-ee3d-b735-4ab110dad519","2023-03-20T04:50:29.528Z","Công tắc 4","RDSWBM0304010001"
"9950156b-d911-d437-b0f1-ab9bdab46c4f","2023-03-20T04:51:55.337Z","Công tắc 4","RDSWBM0304010001"
"dd0f015b-44e1-9c35-9641-b44cd2f3f435","2023-03-20T04:53:07.413Z","Công tắc 4","RDSWBM0304010001"
"7cfdad9a-ad8e-4938-bf5a-1509ac4fd896","2023-03-20T04:53:56.160Z","Công tắc 4","RDSWBM0304010001"
"3a6c4f79-aeb5-bc32-914a-5e4e60a87fef","2023-03-20T09:16:18.682Z","Công tắc 4","RDSWBM0304010001"
"ae0c0ab0-d47b-e731-a51a-6004f7e9e7af","2023-03-20T10:34:09.571Z","Công tắc 4","RDSWBM0304010001"
"10e73995-0e24-5031-ba6a-22f4ea0e74db","2023-03-20T11:08:12.594Z","Công tắc 4","RDSWBM0304010001"
"3bb56c1a-ddc3-973b-bb26-b12fd0ed138f","2023-03-20T12:56:01.449Z","Công tắc 4","RDSWBM0304010001"
"ab33f70c-6e16-9231-a706-6e2a239f9e9a","2023-03-21T03:49:32.345Z","Công tắc 4","RDSWBM0304010001"
"ba760c66-086f-2d34-ac78-7e9b7788b602","2023-03-21T03:56:53.173Z","Công tắc 4","RDSWBM0304010001"
"5a25e204-fb0b-3f34-9430-60460e5d3ed4","2023-03-21T10:07:36.634Z","Công tắc 4","RDSWBM0304010001"
"a9d5200a-fd02-6b36-a88f-3b78de9c737b","2023-03-21T10:17:54.474Z","Công tắc 4","RDSWBM0304010001"
"2023-03-21T14:07:02.592Z","9fd93a23-8384-7330-bf1c-6bc71af3b9ef","Công tắc 4","RDSWBM0304010001"
"2023-03-21T14:09:46.979Z","10ee2a09-e518-e533-aecb-d474fb64d807","Công tắc 4","RDSWBM0304010001"
"2023-03-21T14:11:03.248Z","95a5e7e2-ce10-8634-a49e-e544ba59205c","Công tắc 4","RDSWBM0304010001"
"9921e96e-4ab8-5e3d-a673-b8f913d7eaed","2023-03-22T01:57:58.157Z","Công tắc 4","RDSWBM0304010001"
"6b518ac1-c22a-c534-9460-eb009a56245f","2023-03-22T02:04:11.953Z","Công tắc 4","RDSWBM0304010001"
"7b7e0079-3b2a-a733-a349-14dc669637dd","2023-03-22T02:11:36.374Z","Công tắc 4","RDSWBM0304010001"
"3698d004-e4e8-9f3f-a61b-85e7d6543d81","2023-03-22T02:14:20.447Z","Công tắc 4","RDSWBM0304010001"
"ec935d41-87ae-9c31-be70-e7025e67d56d","2023-03-22T04:36:31.697Z","Công tắc 4","RDSWBM0304010001"
"22e83a48-18da-5c39-b07a-5488bb84f9c0","2023-03-22T04:39:37.162Z","Công tắc 4","RDSWBM0304010001"
"073421dd-e1a3-c836-8cfe-7e5041390964","2023-03-22T08:20:29.171Z","Công tắc 4","RDSWBM0304010001"
"2023-03-22T16:29:13.933Z","998730cb-8824-1a30-9b64-88afa87f2186","Công tắc 4","RDSWBM0304010001"
"2023-03-22T16:34:59.553Z","2a7fe4c1-0f3d-6431-9167-71a5d8fc4ee4","Công tắc 4","RDSWBM0304010001"
"086408d1-fa43-603c-99a2-74fe153465f2","2023-03-23T03:22:18.528Z","Công tắc 4","RDSWBM0304010001"
"554e0387-3f64-6533-b2a6-bf64e4520d8a","2023-03-23T03:26:18.662Z","Công tắc 4","RDSWBM0304010001"
"412fcfbe-6a83-d336-a9c2-6aaecdb42dae","2023-03-23T05:03:56.183Z","Công tắc 4","RDSWBM0304010001"
"2023-03-23T08:46:10.203Z","acf52056-02fd-b93e-a376-5f3a2ad38515","Công tắc 4","RDSWBM0304010001"
"2023-03-23T08:47:05.806Z","30278c39-29dc-5330-b3b9-46af5e102c51","Công tắc 4","RDSWBM0304010001"
"2023-03-23T08:49:05.068Z","f6d0284b-4d73-6736-bca5-62ca69ff7e4a","Công tắc 4","RDSWBM0304010001"
"2023-03-23T08:50:01.271Z","0879690a-105f-313b-9c5b-5defb9a45fa3","Công tắc 4","RDSWBM0304010001"
"2023-03-23T08:50:41.950Z","8fbef4f1-2e7a-5439-a517-53ae8411b9f7","Công tắc 4","RDSWBM0304010001"
"2023-03-23T08:51:57.110Z","bad3b8f8-7c5a-c334-b269-5c99e242ddc5","Công tắc 4","RDSWBM0304010001"
"2023-03-23T10:04:26.141Z","8f899c93-eb2e-3034-887c-f6b89cb737c7","Công tắc 4","RDSWBM0304010001"
"9c064b83-db5b-003b-8b9b-d7848734b94f","2023-03-23T10:11:44.423Z","Công tắc 4","RDSWBM0304010001"
"2023-03-24T07:35:48.540Z","02a921d9-de5b-393a-a48d-c9ca36ce0c43","Công tắc 4","RDSWBM0304010001"
"ab31bcc7-53ea-013e-aa97-e90aeadb1fcd","2023-03-24T08:12:21.556Z","Công tắc 4","RDSWBM0304010001"
"30a06bc4-6569-ec3a-81f6-d93b92f9cdf0","2023-03-26T02:47:55.143Z","Công tắc 4","RDSWBM0304010001"
"2023-03-26T02:58:50.149Z","63989d57-1f1c-6031-b01c-496cdeff9adc","Công tắc 4","RDSWBM0304010001"
"956fc6e8-3e62-0c3a-b7b5-07f066203473","2023-03-26T04:01:03.345Z","Công tắc 4","RDSWBM0304010001"
"d7f18fab-6be7-673a-ac30-bc9cc3c93f9a","2023-03-26T14:46:05.939Z","Công tắc 4","RDSWBM0304010001"
"bef89cdc-0970-0c38-9575-b3e0d3ba81b0","2023-03-27T07:38:05.481Z","Công tắc 4","RDSWBM0304010001"
"547c82e9-6d47-a93f-8bfe-cdcb1974f091","2023-03-27T08:51:10.239Z","Công tắc 4","RDSWBM0304010001"
"2023-03-27T10:28:23.462Z","d11d5dc1-e157-bb39-b999-9698f3c16127","Công tắc 4","RDSWBM0304010001"
"ffbb1b10-08ea-0338-a876-9005af7e04ec","2023-03-28T02:17:43.170Z","Công tắc 4","RDSWBM0304010001"
"35fd0eaf-13a0-7936-88d4-227057cb702e","2023-03-28T02:18:12.149Z","Công tắc 4","RDSWBM0304010001"
"c6504686-6799-0e35-8285-520747fd2999","2023-03-28T02:18:49.042Z","Công tắc 4","RDSWBM0304010001"
"9dd9c716-3787-5537-8f6d-8bcf4c74cbe4","2023-03-28T02:19:17.733Z","Công tắc 4","RDSWBM0304010001"
"25a29b66-3cfa-5039-a573-28738386c2c7","2023-03-28T02:19:58.996Z","Công tắc 4","RDSWBM0304010001"
"169c53ac-b0ea-7b34-acf0-4f685359e03f","2023-03-28T02:47:33.647Z","Công tắc 4","RDSWBM0304010001"
"ac6e1090-6b33-7c3b-967a-ac08feda75b4","2023-03-28T04:45:24.645Z","Công tắc 4","RDSWBM0304010001"
"a2325786-31d3-ed39-b61c-d318fc6fcaa5","2023-03-28T06:20:07.183Z","Công tắc 4","RDSWBM0304010001"
"4b51ceb5-1970-d73d-977f-adf7022e7fa3","2023-03-28T08:08:45.553Z","Công tắc 4","RDSWBM0304010001"
"a5696af6-9185-a93d-afc1-c6d89d7d1efb","2023-03-28T08:49:06.951Z","Công tắc 4","RDSWBM0304010001"
"5d5abc94-bfb5-5e30-89cb-1e9e6f61ba33","2023-03-28T09:14:06.977Z","Công tắc 4","RDSWBM0304010001"
"df8f39ec-5165-1b34-b4ac-cf6ee3fc164a","2023-03-28T09:15:49.169Z","Công tắc 4","RDSWBM0304010001"
"36dadfd3-601b-e439-b2cf-b6f08a9e68d9","2023-03-28T09:20:51.296Z","Công tắc 4","RDSWBM0304010001"
"bc6a54fd-be9e-9f3d-af42-79253a4a224a","2023-03-29T09:37:52.669Z","Công tắc 4","RDSWBM0304010001"
"ba3a2a60-56e8-5532-b90e-c79f44424ae5","2023-03-29T11:19:36.633Z","Công tắc 4","RDSWBM0304010001"
"6bfb077e-a2d8-1c3e-81b2-f7659ef38e7f","2023-03-29T11:28:33.738Z","Công tắc 4","RDSWBM0304010001"
"aa57f822-d2de-0430-a29d-c545ce78bea4","2023-03-30T03:36:00.473Z","Công tắc 4","RDSWBM0304010001"
"6508fcb7-56ba-923a-9022-f67ac1ded989","2023-03-30T05:26:40.503Z","Công tắc 4","RDSWBM0304010001"
"9af40431-b880-ac3f-a6a8-6c8508924bf4","2023-03-31T12:08:33.463Z","Công tắc 4","RDSWBM0304010001"
"747c7558-7612-2630-bffe-aa14c761e974","2023-03-31T14:40:28.717Z","Công tắc 4","RDSWBM0304010001"
"a311303d-0511-9c3a-b2da-8c22367b1438","2023-03-31T14:41:52.693Z","Công tắc 4","RDSWBM0304010001"
"0ac007aa-7c0e-ee32-90b0-fc630cf93349","2023-03-01T09:12:35.976Z","Công tắc 3","RDSWBM0303010001"
"5e467803-f534-e035-8b0d-80b64521e530","2023-03-03T04:27:04.786Z","Công tắc 3","RDSWBM0303010001"
"e14209b6-6c3d-b736-a08e-db0af2a23729","2023-03-03T04:51:48.746Z","Công tắc 3","RDSWBM0303010001"
"e339b387-a165-5b33-a1e8-3bec1be153b0","2023-03-03T04:53:28.214Z","Công tắc 3","RDSWBM0303010001"
"672ea9d1-aca8-c23d-8c03-de6f01506453","2023-03-03T04:56:05.778Z","Công tắc 3","RDSWBM0303010001"
"f457986d-0e17-8939-b32c-473bfa8afa63","2023-03-03T04:56:49.530Z","Công tắc 3","RDSWBM0303010001"
"76854d6c-49f1-543b-b6cd-465a5b44d007","2023-03-03T04:58:32.017Z","Công tắc 3","RDSWBM0303010001"
"d5877dd3-71eb-bf32-82ce-e2eed046430a","2023-03-03T06:22:29.919Z","Công tắc 3","RDSWBM0303010001"
"409d5c36-6cec-db37-a02e-4af9746e0bae","2023-03-03T06:24:51.372Z","Công tắc 3","RDSWBM0303010001"
"af88769e-6525-353a-8444-289d84e088a9","2023-03-04T06:30:13.038Z","Công tắc 3","RDSWBM0303010001"
"2023-03-06T03:45:01.605Z","41bf8fe2-bd58-9f3f-83a8-eaedb33c5eca","Công tắc 3","RDSWBM0303010001"
